"Program","Year","Period","Geo.Level","State","State.ANSI","Market","Measure","Unit","Domain","Chemical","Code","Value","CV...."
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","THIOPHANATE-METHYL",102001,0.669,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","THIRAM",79801,2.219,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","TRIFLOXYSTROBIN",129112,0.113,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","TRIFLUMIZOLE",128879,0.23,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","CARFENTRAZONE-ETHYL",128712,0.024,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","FLUMIOXAZIN",129034,0.089,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","OXYFLUORFEN",111601,0.313,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","PENDIMETHALIN",108501,1.202,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","ABAMECTIN",122804,0.019,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","ACEQUINOCYL",6329,0.297,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","ACETAMIPRID",99050,0.126,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","AZADIRACHTIN",121701,0.034,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","BIFENAZATE",586,0.496,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","BIFENTHRIN",128825,0.109,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","CHLORANTRANILIPROLE",90100,0.067,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","CYANTRANILIPROLE",90098,0.111,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","CYFLUMETOFEN",138831,0.178,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","ETOXAZOLE",107091,0.135,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","FENPROPATHRIN",127901,0.286,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","FENPYROXIMATE",129131,0.103,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","FLONICAMID",128016,0.085,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","FLUPYRADIFURONE",122304,0.158,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","HEXYTHIAZOX",128849,0.177,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","IMIDACLOPRID",129099,0.515,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","MALATHION",57701,1.991,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","METHOXYFENOZIDE",121027,0.174,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","NALED",34401,0.904,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","NEEM OIL",25006,0.095,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","NEEM OIL, CLAR. HYD.",25007,5.151,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","NOVALURON",124002,0.059,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","PIPERONYL BUTOXIDE",67501,0.478,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","PYRETHRINS",69001,0.044,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","PYRIPROXYFEN",129032,0.067,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","SPINETORAM",110007,0.068,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","SPINOSAD",110003,0.093,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","SPIROMESIFEN",24875,0.243,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","SULFOXAFLOR",5210,0.069,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","THIAMETHOXAM",60109,0.062,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","CHLOROPICRIN",81501,244.066,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","DICHLOROPROPENE",29001,83.557,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","FLUTRIAFOL",128940,0.112,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","IRON PHOSPHATE",34903,0.161,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","METAM-POTASSIUM",39002,214.011,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","METAM-SODIUM",39003,228.063,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","REYNOUTRIA SACHALINE",55809,0.191,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FERTILIZER","NITROGEN",NA,6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FERTILIZER","PHOSPHATE",NA,8,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FERTILIZER","POTASH",NA,5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FERTILIZER","SULFUR",NA,2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","AZOXYSTROBIN",128810,0.447,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","BLAD",30006,0.54,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","BORAX DECAHYDRATE",11102,0.051,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","BOSCALID",128008,0.508,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","CAPTAN",81301,10.456,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","CYFLUFENAMID",555550,0.034,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","CYPRODINIL",288202,0.765,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","DIFENOCONAZOLE",128847,0.25,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","FENHEXAMID",90209,1.163,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","FLUDIOXONIL",71503,0.51,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","FLUOPYRAM",80302,0.224,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","FLUXAPYROXAD",138009,0.361,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","FOSETYL-AL",123301,18.136,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","MEFENOXAM",113502,1.215,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","MYCLOBUTANIL",128857,0.281,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","PENTHIOPYRAD",90112,0.625,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","POLYOXIN D ZINC SALT",230000,0.149,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","POTASSIUM BICARBON.",73508,2.908,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","PROPICONAZOLE",122101,0.174,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","PYRACLOSTROBIN",99100,0.317,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","PYRIMETHANIL",288201,0.883,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","QUINOLINE",55459,0.264,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","SULFUR",77501,26.646,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","TETRACONAZOLE",120603,0.058,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","THIOPHANATE-METHYL",102001,1.041,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","THIRAM",79801,5.064,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","TRIFLOXYSTROBIN",129112,0.235,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","TRIFLUMIZOLE",128879,0.55,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","CARFENTRAZONE-ETHYL",128712,0.074,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","FLUMIOXAZIN",129034,0.217,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","OXYFLUORFEN",111601,0.428,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","PENDIMETHALIN",108501,1.84,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","ABAMECTIN",122804,0.04,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","ACEQUINOCYL",6329,0.47,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","ACETAMIPRID",99050,0.182,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","AZADIRACHTIN",121701,0.091,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","BIFENAZATE",586,0.978,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","BIFENTHRIN",128825,0.346,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","CHLORANTRANILIPROLE",90100,0.119,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","CYANTRANILIPROLE",90098,0.222,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","CYFLUMETOFEN",138831,0.299,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","ETOXAZOLE",107091,0.581,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","FENPROPATHRIN",127901,0.531,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","FENPYROXIMATE",129131,0.128,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","FLONICAMID",128016,0.161,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","FLUPYRADIFURONE",122304,0.399,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","HEXYTHIAZOX",128849,0.269,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","IMIDACLOPRID",129099,0.793,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","MALATHION",57701,5.571,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","METHOXYFENOZIDE",121027,0.245,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","NALED",34401,1.665,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","NEEM OIL",25006,0.334,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","NEEM OIL, CLAR. HYD.",25007,7.924,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","NOVALURON",124002,0.192,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","PIPERONYL BUTOXIDE",67501,0.884,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","PYRETHRINS",69001,0.074,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","PYRIPROXYFEN",129032,0.074,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","SPINETORAM",110007,0.108,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","SPINOSAD",110003,0.113,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","SPIROMESIFEN",24875,0.307,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","SULFOXAFLOR",5210,0.137,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","THIAMETHOXAM",60109,0.164,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","OTHER","CHLOROPICRIN",81501,345.893,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","OTHER","DICHLOROPROPENE",29001,125.71,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","OTHER","FLUTRIAFOL",128940,0.188,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","OTHER","IRON PHOSPHATE",34903,0.235,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","OTHER","METAM-POTASSIUM",39002,244.72,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","OTHER","METAM-SODIUM",39003,303.425,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","OTHER","REYNOUTRIA SACHALINE",55809,0.231,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FERTILIZER","NITROGEN",NA,58,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FERTILIZER","PHOSPHATE",NA,86,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FERTILIZER","POTASH",NA,75,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FERTILIZER","SULFUR",NA,16,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","AZOXYSTROBIN",128810,2.2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747",16482,1.2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","BACILLUS SUBTILIS",6479,1.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","BLAD",30006,1.1,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","BORAX DECAHYDRATE",11102,2.3,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","BOSCALID",128008,1.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19",6544,2.6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","CAPTAN",81301,6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","CYFLUFENAMID",555550,1.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","CYPRODINIL",288202,2.4,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","DIFENOCONAZOLE",128847,2.2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","FENHEXAMID",90209,1.9,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","FLUDIOXONIL",71503,2.4,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","FLUOPYRAM",80302,2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","FLUXAPYROXAD",138009,2.2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","FOSETYL-AL",123301,4.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","MEFENOXAM",113502,2.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","MYCLOBUTANIL",128857,2.6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","PENTHIOPYRAD",90112,2.1,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","POLYOXIN D ZINC SALT",230000,2.1,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","POTASSIUM BICARBON.",73508,1.2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","PROPICONAZOLE",122101,1.6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","PYRACLOSTROBIN",99100,1.9,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","PYRIMETHANIL",288201,1.7,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","QUINOLINE",55459,2.7,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","SULFUR",77501,7.3,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","TETRACONAZOLE",120603,1.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","THIOPHANATE-METHYL",102001,1.6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","THIRAM",79801,2.3,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","TRIFLOXYSTROBIN",129112,2.1,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","TRIFLUMIZOLE",128879,2.4,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","HERBICIDE","CARFENTRAZONE-ETHYL",128712,3,""
